,date,URL,content,numF,emotion
0,2020-06-18,https://weibo.cn/comment/hot/J7fVnmVBw?rl=2,最强西城大爷点个赞！！！,113,neutral
1,2020-06-18,https://weibo.cn/comment/hot/J7fVnmVBw?rl=2,北京加油！！！,11,hopeful
2,2020-06-18,https://weibo.cn/comment/hot/J7fVnmVBw?rl=2,大家都会好的,8,neutral
3,2020-06-18,https://weibo.cn/comment/hot/J7duXE2df?rl=2,应该提示是哪一家饭店 去用餐过的顾客可以去检测一下以防万一,1316,neutral
4,2020-06-18,https://weibo.cn/comment/hot/J7duXE2df?rl=2,标题让我傻眼。。。。,559,neutral
5,2020-06-18,https://weibo.cn/comment/hot/J7duXE2df?rl=2,不应该报道出餐馆名字吗？然后让附近的居民或者工作人员看看有没有去过该餐馆，或与该餐馆人员接触。做好相应核酸检测和隔离。,535,worry
6,2020-06-18,https://weibo.cn/comment/hot/J7duXE2df?rl=2,！那去过那家餐厅的顾客咋办,194,worry
7,2020-06-18,https://weibo.cn/comment/hot/J7duXE2df?rl=2,某餐馆是什么餐馆？为啥不说名字啊,134,neutral
8,2020-06-18,https://weibo.cn/comment/hot/J7duXE2df?rl=2,哪个餐馆啊，就不能说清楚吗？真费劲,102,neutral
9,2020-06-18,https://weibo.cn/comment/hot/J7duXE2df?rl=2,少聚集，戴口罩，注意个人防护！,53,worry
10,2020-06-18,https://weibo.cn/comment/hot/J7duXE2df?rl=2,某餐馆   是见不得人么？不让人知道吗？？？,67,neutral
11,2020-06-18,https://weibo.cn/comment/hot/J7duXE2df?rl=2,都这时候了 还某餐馆？！赶紧把名字报出来啊！,56,neutral
12,2020-06-18,https://weibo.cn/comment/hot/J7dy5tvFO?rl=2,河北：虽然我们不能被同甘，但是我们能被共苦,4189,neutral
13,2020-06-18,https://weibo.cn/comment/hot/J7dy5tvFO?rl=2,有比河北还惨的省吗？？？,1289,worry
14,2020-06-18,https://weibo.cn/comment/hot/J7dy5tvFO?rl=2,Jing Jin Ji ，一个比一个短,1118,neutral
15,2020-06-18,https://weibo.cn/comment/hot/J7dy5tvFO?rl=2,希望高考和工作能京津冀一体化,1033,hopeful
