2020-01-22,#武汉对进出城车辆人员实施疫情排查#,【不漏一车不漏一人！#武汉对进出城车辆人员实施疫情排查#】#武汉排查进出城车辆人员#为有效应对新型冠状病毒感染的肺炎疫情，武汉市决定即日起（22日）全市启动进出城道口重大疫情排查防控工作，依法依规对过往车辆及人员实施疫情排查防控。市指挥部要求各区依托全市公安检查站设置疫情检测点，严格筛查检测，坚决防止疫情输出扩散风险。http://t.cn/A6vsfuCa,830,56819,3570,https://weibo.cn/comment/hot/IqHKm9Vds?rl=2
2020-01-22,#武汉教育局回应中小学能否按期开学#,【#武汉教育局回应中小学能否按期开学#】今天，武汉市教育局发布《致全市中小学师生及家长的一封信》，倡议做好防护工作。对于2020年春季，各中小学校和市属高校能否按期开学，武汉教育局回应：将根据疫情发展和防控情况，按照统一部署，会商市卫健委，并报告上级教育主管部门。如确需调整，将及时通过官方网站、微博、媒体等渠道及时告知家长和社会。（范昊天）,2721,913309,19482,https://weibo.cn/comment/hot/IqFTnDiDn?rl=2
2020-01-22,#教育部部署疫情防控工作#,【#教育部部署疫情防控工作#：#学校非必要不举办聚集性活动#】21日，教育部发出通知要求教育系统做好新型冠状病毒感染的肺炎疫情防控工作。通知要求，非必要不举办聚集性活动，切实落实学校传染病防控各项要求。发生疫情地区的教育行政部门，要制定严谨周密的防控方案，根据疫情发展情况，做好开学师生返校预案及相关准备工作。http://t.cn/A6vkRnVh,1269,132084,4787,https://weibo.cn/comment/hot/IqFs82MCO?rl=2
2020-01-22,#北京严查借疫情防疫之机哄抬物价#,【#北京严查借疫情防疫之机哄抬物价#行为】北京市场监管部门22日宣布已部署开展全面价格监管工作，严肃查处借疫情防疫之机囤积居奇、捏造散布涨价信息、哄抬物价等扰乱市场价格秩序的价格违法行为。欢迎广大市民积极拔打12345进行投诉举报，一经查实，监管部门将依法严肃处理，对情节恶劣的典型案件，将公开曝光。（林丽鹂）,1378,146622,6367,https://weibo.cn/comment/hot/IqFiJ2f4g?rl=2
2020-01-22,#武汉女医生的现代版与夫书#,【请战新型肺炎！#武汉女医生的现代版与夫书#】“此事我没有告知明昌。个人觉得不需要告诉，本来处处都是战场！”18日，随着疫情全面发展，武汉大学人民医院呼吸与危重症医学科女医生张旃副教授书写现代版“与夫书”。写下请战书之时，张旃特别注明，此事没有告知自己的丈夫——同在武汉大学人民医院工作的李明昌教授。2003年，张旃就曾参加抗击非典，她就职的医院承担了大量SARS病人救治工作。转发致敬，等待你们平安归来！（程远州 杜巍巍）http://t.cn/A6vDX4vh,9175,277853,6745,https://weibo.cn/comment/hot/IqDTLsntn?rl=2
2020-01-22,#国家卫健委回应春运期间传播风险#,【#国家卫健委回应春运期间传播风险#：启动联防联控机制，加大疫情防控力度】结合当前新型冠状病毒感染肺炎防控的形势，针对春节期间人群流动大的特点，中国政府将新型冠状病毒感染肺炎疫情防控上升到国家层面，作出制度性安排，果断启动联防联控机制，加大疫情防控力度，成立了由国家卫生健康委牵头、32个部门组成的应对新型冠状病毒感染的肺炎联防联控工作机制。 http://t.cn/A6vDLPWp,442,8819,919,https://weibo.cn/comment/hot/IqDBNus8y?rl=2
2020-01-22,#新型肺炎病毒存在变异可能#,【国家卫健委：#新型肺炎病毒存在变异可能#】专家研判认为，病例主要与武汉相关，已经出现了人传人和医务人员感染，存在一定范围的社区传播。疫情传播途径以呼吸道传播为主，病毒存在变异的可能，疫情存在着进一步扩散的风险。当前，正值春运，人员流动性激增，客观上加大了疫情传播的风险和防控的难度，绝不能掉以轻心，要高度警惕。 http://t.cn/A6vegipK,6814,946076,21163,https://weibo.cn/comment/hot/IqDopbxrV?rl=2
2020-01-22,#江西确诊2例新型肺炎#,【#江西确诊2例新型肺炎#病例 患者曾到武汉】据江西省卫生健康委通报22日凌晨通报，1月21日，国家卫生健康委确认我省首例输入性新型冠状病毒感染的肺炎确诊病例。患者罗某某，男，56岁，抚州市东乡区人。2019年12月20日赴武汉市进货，2020年1月9日返回东乡区。1月10日，因发热、咳嗽等症状入院隔离治疗。1月21日，经国家卫生健康委疫情领导小组下设的诊断组专家确认为新型冠状病毒感染的肺炎确诊病例。目前，患者属重症病例，其密切接触者43人均在医学观察中。1月21日，按照《新型冠状病毒感染的肺炎诊疗方案》（试行第二版）规定，省级专家组确认我省第２例新型冠状病毒感染的肺炎确诊病例。患者陈某某，男，50岁，萍乡市湘东区人，曾到武汉市从事活禽交易工作。2020年1月2日返回湘东区。1月10日，因发热、咳嗽等症状入院隔离治疗。目前，患者属重症病例，但病情趋向好转，其6名密切接触者均实施医学观察，无异常。截至1月21日23时，江西省共确认新型冠状病毒感染的肺炎确诊病例2例。（本报记者王丹）,494,16526,1326,https://weibo.cn/comment/hot/IqBKznJTr?rl=2
2020-01-21,#昆明确诊首例新型肺炎病例#,【#昆明确诊首例新型肺炎病例#】患者为51岁男性，湖北省武汉市户籍。15日自武汉来昆。因发热、乏力等症状，16日到云南省第三人民医院就诊，17日转诊到云南省传染病医院隔离治疗。今天，经国家卫生健康委疫情应对处置领导小组的专家评估确认，该病例为新型冠状病毒感染的肺炎确诊病例。经医院治疗，患者病情稳定好转。与患者密切接触者均追踪到位，经医学观察未见异常。,1595,91820,5186,https://weibo.cn/comment/hot/IqzhUd9xt?rl=2
2020-01-21,#广东打击哄抬口罩价格行为#,【#广东打击哄抬口罩价格行为# 】广东省市场监管局21日通报，为保障新型冠状病毒感染引发的肺炎相关防控医药产品的价格稳定，目前广东已全面开展巡查、检查和提醒告诫，要求零售药店明码标价，不跟风涨价。#广东打击哄抬口罩等防控医药用品价格行为 #　　受新型冠状病毒感染的肺炎疫情影响，广东省部分地市出现口罩等防控医药用品热销现象。　　21日，广东省市场监管局会同相关行业协会召开提醒告诫会，要求相关医药销售公司、连锁企业采取措施保障供应，加强价格自律，稳定相关医药用品价格。　　广东省市场监管局要求各地立即组织执法力量，加大巡查力度，及时处理投诉举报，坚决打击捏造、散布涨价信息，哄抬价格，推动价格过高上涨等不正当价格行为。,3804,280532,8488,https://weibo.cn/comment/hot/Iqz6ikCxz?rl=2
2020-01-21,#武汉给市民朋友的一封信#,【#武汉给市民朋友的一封信#：#你能我能武汉能#[加油]】市民朋友们：自我市发现新型冠状病毒感染的肺炎病例以来，一场关系到每一位市民生命健康的疫情防控战已经打响。面对这场突如其来的疫情，广大市民理性对待，积极支持和参与防控工作，特别是广大医护人员，夜以继日地奋战在救治工作第一线，展现出高尚的医德和无私奉献的精神。在此，向广大市民表示衷心的感谢，向广大医护工作者致以崇高的敬意！疫情发生后，党中央、国务院非常重视，习近平总书记作出重要指示，李克强总理作出批示，为我们全面做好疫情防控工作，指明了方向，坚定了信心。国家卫健委的专家组一直在汉开展工作。目前，全市防控工作正按照统一部署有序展开。但疫情防控形势依然严峻，防控疫情，人人有责，每个人都可以为防控出力：出门戴口罩，不要不习惯；勤洗手，不要嫌麻烦；常通风，不要不当回事；不随地吐痰，不乱扔乱倒；少去人多的地方，没有要紧的事不离开武汉；不信谣，不传谣；如果感觉不适，要及时去医院就诊，等等。武汉是一座勇于面对困难、不断战胜困难的城市，类似的情况，我们不是第一次遇到。1998年迎战特大洪水、2003年抗击“非典”，我们一路走过，战果出色。面对新型冠状病毒感染的肺炎疫情，我们坚信，有习近平总书记的亲切关怀，有党中央、国务院的坚强领导和决策部署，有省委省政府的周密安排，我们万众一心、众志成城，认真做好各项防控防护工作，就一定能够打赢这场疫情防控战。从我做起，从现在做起，从每一个卫生习惯做起，你能，我能，武汉能！中共武汉市委武汉市人民政府2020年1月21日,112331,1339063,151221,https://weibo.cn/comment/hot/IqyHisK4l?rl=2
2020-01-21,#韩国10例新型肺炎疑似病例全部解除隔离#,【#韩国10例新型肺炎疑似病例全部解除隔离#】韩国疾病管理本部21日表示，当天有3例新型冠状病毒肺炎疑似病例的检测结果呈阴性，至此，从3日起至今报告的10例疑似病例均呈阴性，全部解除隔离。目前，韩国有1例确诊病例，该患者在指定医疗机构接受隔离治疗。与这名确诊患者有过接触且在韩国境内的35人以及其他14名观察对象也正在接受相应的疾病监测。为防范新型冠状病毒肺炎疫情扩散，目前韩国各地机场和港口已加强防疫措施。其中，从武汉飞往仁川国际机场的航班将使用专用到达口，机场消毒次数也增至平日的两倍；清州国际机场检疫部门也加大对入境旅客的检疫力度，将红外线测温仪的体温筛查标准由平时的37.5度降到更低，超标者需另接受手持测温仪检测。,274,8150,543,https://weibo.cn/comment/hot/IqybMorZQ?rl=2
2020-01-21,#对确诊新型肺炎患者采取特殊报销政策#,【国家医保局：#对确诊新型肺炎患者采取特殊报销政策#】针对此次疫情特点，医保局决定对确诊为“新型冠状病毒感染肺炎”等患者采取特殊报销政策。#新型肺炎异地就医患者先救治后结算#一是将国家卫生健康委《新型冠状病毒感染的肺炎诊疗方案》覆盖的药品和医疗服务项目，全部临时纳入医保基金支付范围。二是保证及时支付患者费用，特别是发挥医疗救助资金的兜底保障作用，打消患者就医顾虑。对异地就医患者先救治后结算，报销不再执行异地转外就医支付比例调减规定，减少患者流动带来的传染风险。三是对集中收治的医院，医保部门将预付资金减轻医院垫付压力，患者医疗费用不再纳入医院总额预算控制指标。,558,6720,716,https://weibo.cn/comment/hot/IqxUJ8EgQ?rl=2
2020-01-21,#专家解读四个原因造成新增病例增多#,【#专家解读四个原因造成新增病例增多#】21日，武汉市新型冠状病毒感染的肺炎疫情防控指挥部召开新闻发布会。1月18日以来#新型肺炎新增病例增多原因#主要有四个：一是设置了更多更规范的发热门诊，武汉市所有二级以上的医疗机构都设置了发热门诊，并公布了全部61个发热门诊的电话号码；二是检测试剂发挥了作用，1月16日国家卫健委授权武汉市疾控中心使用以来，技术不断提高，检测准确率不断提高；三是武汉组织了专家组到各个发热门诊现场接诊，接诊后各区各定点医院专家集中讨论，更准确更快速地确诊病例；四是市民就诊的意识提高，以前市民出现咳嗽发烧一般是自己买药回家吃，现在基本上第一时间会去发热门诊就诊。（本报记者 程远州）,640,16470,1152,https://weibo.cn/comment/hot/IqxH7wPOe?rl=2
2020-01-21,#铁路部门免收到达离开武汉车票退票手续费#,【#铁路部门免收到达离开武汉车票退票手续费#】#到达离开武汉火车票退票免收手续费#适应武汉市卫生防疫工作的部署要求，回应旅客诉愿，铁路部门决定：自即时起至2020年1月24日24:00止，在车站、12306网站等各渠道，已购买武汉出发和到达的各次列车火车票的旅客，自愿改变出行需退票的，铁路部门均不收取退票手续费，购买乘意险的一同办理，包括票面到站或发站为武汉市范围内武汉、汉口、武昌、南湖东、汤逊湖、庙山、普安、纸坊东、后湖、金银潭、天河机场、天河街、花山南、左岭、乌龙泉南、土地堂东、山坡东站。铁路部门将根据疫情变化，在卫生防疫部门指导下，及时采取有力措施，做好疫情防控工作，保护旅客身体健康。,579,18133,1841,https://weibo.cn/comment/hot/Iqx5p0ZcO?rl=2
2020-01-21,#浙江确诊首例新型冠状病毒感染肺炎#,【#浙江确诊首例新型冠状病毒感染肺炎#：自武汉前往温州】今天，浙江确认首例输入性新型冠状病毒感染的肺炎确诊病例。患者为男性，46岁，长期居住武汉市。1月3日自武汉自驾前往温州，1月4日出现发热症状遂就诊，于1月17日在温州定点医院进行隔离治疗。现患者病情稳定，其密切接触者均在医学观察中。 ,461,10175,1026,https://weibo.cn/comment/hot/IqwNexqlO?rl=2
2020-01-21,#武汉校外培训机构停课#,【#武汉校外培训机构停课#预防疫情】记者从武汉市民办教育协会了解到，20日，该协会接到武汉市教育行政部门口头提示，建议校外培训机构采取有效措施，预防新型冠状病毒感染引起的肺炎疫情在学员中蔓延。武汉市民办教育协会立刻对所有会员单位广发通知：“各会员单位，大家好！近期为有效防控疫情，请各会员单位于明日起暂停各类培训教学活动。在此过程中，务必耐心做好学员及家长的沟通服务工作。如存在退费或者补课需求，请各会员单位结合实际情况，充分保障客户权益。节后具体安排，届时结合教育行政主管部门的相关要求协会做进一步传达。”21日，武汉新东方、新航道、学而思等协会内100余家校外培训机构基本停课。（田豆豆）,432,12349,826,https://weibo.cn/comment/hot/IqwF8w0cF?rl=2
2020-01-21,#中方将参加世卫组织会议研判肺炎疫情#,【#中方将参加世卫组织会议研判肺炎疫情#】针对记者提问：#世卫组织将召集紧急会议评估肺炎疫情#，中方是否会派代表出席会议？外交部发言人耿爽回答：新型冠状病毒感染的肺炎疫情发生后，中国政府高度重视，对新型冠状病毒感染的肺炎疫情防控工作进行了全面的部署，同时本着公开、透明以及对全球卫生安全高度负责的态度，中方有关部门及时向世卫组织、有关国家和地区组织以及港澳台地区通报疫情信息，第一时间分享了新型冠状病毒基因序列信息。        根据我的了解，北京时间22日晚，中方将会应世卫组织的邀请，与其他受疫情影响的国家一道，参加国际卫生条例突发事件委员会会议。与会各国、世卫组织以及有关的专家，将在会上分享疫情信息，并对疫情进行科学研判。中方愿意继续深化国际合作，与国际社会携手应对疫情，共同维护地区和全球的卫生安全。（肖新新）,311,8803,789,https://weibo.cn/comment/hot/Iqw41d5LA?rl=2
2020-01-21,#武汉实施进出武汉人员管控#,【#武汉实施进出武汉人员管控# 遏制疫情扩散】记者从武汉市卫健委获悉：为坚决遏制新型冠状病毒感染引起的肺炎疫情扩散，武汉市对进出武汉人员加强管控。武汉市旅游团队不组团外出，公安交管部门对进出武汉的私家车辆进行抽检，检查后备箱是否携带活禽、野生动物等。武汉加强了对公共场所及公共交通的管理，自1月14日起，在机场、火车站、长途汽车站、客运码头迅速安装红外线测温仪35台，配备手持红外线测温仪300余台，各区正在陆续加大配备力度；在“三站一场”设置体温检测点、排查点，加强离汉旅客体温检测工作；对出现发热的旅客进行登记、发放宣传册和口罩、免费办理退票或改签手续、指导转诊到辖区医疗机构，并进行登记报告。1月19日，武汉再次部署出境离汉人员检测排查工作。同时，对市内公共交通工具强化进行“日消毒”和“每班次通风”。（人民日报记者程远州）#武汉成立疫情防控指挥部#,14726,1125764,39177,https://weibo.cn/comment/hot/IqvyXd1px?rl=2
2020-01-21,#新型冠状病毒肺炎纳入法定传染病#,#新型冠状病毒肺炎纳入法定传染病#【#武汉成立肺炎疫情防控指挥部#：升级防控措施，坚决遏制疫情蔓延】武汉市成立市新型冠状病毒感染的肺炎疫情防控指挥部，统一领导、指挥全市疫情防控工作。指挥部下设应急保障、宣传、交通、市场、医疗救治、疫情防控、社区、综合等8个工作小组。对重症患者“一人一方案”“一人一团队”，确保轻症患者尽快治愈出院；强化医务人员防护，严格控制医院感染。加强农（集）贸市场及各类经营场所监管力度，把好相关市场关闭、野生动物管控和机场、车站、码头等体温筛检关口，尽量减少或取消一切不必要的大型公众集会，协调各方资源加强物资储备和供应，确保疫情“早发现、早报告、早隔离、早治疗”。及时公开透明向社会通报疫情态势和防控工作进展，统一发布权威信息，普及防控知识，最大限度消除社会恐慌。引导市民勤洗手、戴口罩，养成良好的公共卫生行为规范。（武汉发布）#武汉成立疫情防控指挥部#,1761,90752,4476,https://weibo.cn/comment/hot/Iqtn545sR?rl=2
2020-01-21,#新型冠状病毒肺炎采取甲类传染病防控措施#,【#新型冠状病毒肺炎采取甲类传染病防控措施#】报国务院批准同意，国家卫生健康委决定将新型冠状病毒感染的肺炎纳入法定传染病乙类管理，采取甲类传染病的预防、控制措施。#新型冠状病毒肺炎纳入法定传染病#管理，各级人民政府、卫生健康行政部门、其他政府部门、医疗卫生机构可以依法采取病人隔离治疗、密切接触者隔离医学观察等系列防控措施，共同预防控制新型冠状病毒感染的肺炎疫情的传播。http://t.cn/A6vucQ2V,8623,420848,17234,https://weibo.cn/comment/hot/IqsLy4dW6?rl=2
